epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,658.256,0.57054,2.2542,1.44146,0.33054,1.0771,1,1,0.995,0.97906,1,1,0.995,0.995,0.29536,1.17324,0.52719,0.23157,0.9739,0.0012674,0.0012674,0.0012674
39,675.917,0.54275,2.18731,1.36709,0.33208,1.10053,0.99541,1,0.995,0.94322,0.99541,1,0.995,0.995,0.30627,1.4214,0.43979,0.22186,0.94494,0.0012476,0.0012476,0.0012476
40,693.803,0.56772,2.04677,1.48204,0.32407,1.06623,1,1,0.995,0.96358,1,1,0.995,0.995,0.29525,1.23617,0.45053,0.22139,0.94627,0.0012278,0.0012278,0.0012278
41,709.762,0.57176,1.8662,1.60447,0.33413,1.1012,0.99534,1,0.995,0.98405,0.99534,1,0.995,0.995,0.24727,1.43,0.45247,0.19416,0.93792,0.001208,0.001208,0.001208
42,725.496,0.47211,2.04115,1.18073,0.30292,1.04872,0.99525,1,0.995,0.98899,0.99525,1,0.995,0.995,0.2468,1.23597,0.47165,0.18599,0.92248,0.0011882,0.0011882,0.0011882
43,742.015,0.50559,2.13502,1.51562,0.31606,1.06473,1,1,0.995,0.9905,1,1,0.995,0.995,0.28617,1.28656,0.54323,0.23529,0.92827,0.0011684,0.0011684,0.0011684
44,758.476,0.55819,2.15927,1.64982,0.32998,1.09748,1,1,0.995,0.95715,1,1,0.995,0.995,0.34172,1.66838,0.53978,0.24691,0.96222,0.0011486,0.0011486,0.0011486
45,774.24,0.5118,2.20644,1.32526,0.3161,1.04313,0.99511,1,0.995,0.97151,0.99511,1,0.995,0.995,0.29095,1.20981,0.67808,0.22835,0.9371,0.0011288,0.0011288,0.0011288
46,790.473,0.50241,1.78364,1.39454,0.29893,1.06157,1,1,0.995,0.995,1,1,0.995,0.995,0.25478,1.36338,0.5483,0.19982,0.90174,0.001109,0.001109,0.001109
47,806.82,0.54161,1.7772,1.52754,0.31884,1.0952,0.99529,1,0.995,0.98405,0.99529,1,0.995,0.995,0.2853,1.17886,0.51914,0.21252,0.92328,0.0010892,0.0010892,0.0010892
48,822.67,0.5235,1.80854,1.40741,0.30563,1.06298,1,1,0.995,0.9905,1,1,0.995,0.995,0.29049,1.16112,0.50292,0.23117,0.91888,0.0010694,0.0010694,0.0010694
49,838.296,0.49448,1.69349,1.41334,0.29633,1.05015,0.99541,1,0.995,0.995,0.99541,1,0.995,0.995,0.25614,1.01483,0.52221,0.21276,0.90883,0.0010496,0.0010496,0.0010496
50,854.502,0.50432,1.54313,1.33315,0.30915,1.07847,0.99554,1,0.995,0.995,0.99554,1,0.995,0.995,0.25576,0.87963,0.48055,0.20813,0.9133,0.0010298,0.0010298,0.0010298
51,870.952,0.54451,1.56979,1.65444,0.3423,1.11043,0.99532,1,0.995,0.94981,0.99532,1,0.995,0.995,0.35254,0.9832,0.4656,0.23837,0.98497,0.00101,0.00101,0.00101
52,887.089,0.50132,1.62896,1.23053,0.30902,1.06156,0.9954,1,0.995,0.995,0.9954,1,0.995,0.995,0.25143,0.92161,0.46296,0.20281,0.9071,0.0009902,0.0009902,0.0009902
53,903.157,0.49466,1.70087,1.2831,0.30759,1.02783,1,1,0.995,0.98314,1,1,0.995,0.995,0.26772,1.03437,0.3865,0.2155,0.89408,0.0009704,0.0009704,0.0009704
54,919.031,0.5036,1.61562,1.48342,0.30051,1.03461,0.99546,1,0.995,0.99013,0.99546,1,0.995,0.995,0.25409,0.95699,0.37979,0.19314,0.9114,0.0009506,0.0009506,0.0009506
55,938.065,0.47439,1.57214,1.22237,0.28726,1.00584,0.99554,1,0.995,0.95063,0.99554,1,0.995,0.995,0.3227,1.01163,0.39945,0.22413,0.93883,0.0009308,0.0009308,0.0009308
56,957.958,0.47229,1.57136,1.23879,0.28769,1.03509,1,1,0.995,0.995,1,1,0.995,0.995,0.23467,1.01866,0.48034,0.19798,0.88414,0.000911,0.000911,0.000911
57,974.116,0.47725,1.47577,1.36193,0.28932,1.05655,1,1,0.995,0.995,1,1,0.995,0.995,0.23009,0.955,0.40653,0.21214,0.87688,0.0008912,0.0008912,0.0008912
58,993.062,0.50846,1.47913,1.40045,0.30036,1.04363,1,1,0.995,0.96805,1,1,0.995,0.995,0.32471,0.91834,0.37469,0.22733,0.93653,0.0008714,0.0008714,0.0008714
59,1012.41,0.52721,1.49676,1.44757,0.30761,1.05967,0.99525,1,0.995,0.98242,0.99525,1,0.995,0.995,0.26809,0.98884,0.43777,0.20032,0.91205,0.0008516,0.0008516,0.0008516
60,1031.8,0.5089,1.52536,1.26557,0.30213,1.01704,0.99527,1,0.995,0.98135,0.99527,1,0.995,0.995,0.33148,1.00983,0.41647,0.19555,0.95438,0.0008318,0.0008318,0.0008318
61,1050.97,0.50914,1.46366,1.38682,0.29911,1.04946,0.99556,1,0.995,0.98276,0.99556,1,0.995,0.995,0.29357,1.18936,0.40132,0.21863,0.90643,0.000812,0.000812,0.000812
62,1070.22,0.48917,1.43533,1.39944,0.29483,1.02821,0.99545,1,0.995,0.98909,0.99545,1,0.995,0.995,0.24926,1.15354,0.44616,0.22299,0.90339,0.0007922,0.0007922,0.0007922
63,1086.18,0.4761,1.4994,1.37555,0.29688,1.0319,0.99544,1,0.995,0.97991,0.99544,1,0.995,0.995,0.26282,0.96089,0.42758,0.21544,0.88079,0.0007724,0.0007724,0.0007724
64,1103.39,0.53922,1.47504,1.62638,0.31727,1.06691,0.99545,1,0.995,0.98603,0.99545,1,0.995,0.995,0.27266,1.02257,0.39303,0.20505,0.88825,0.0007526,0.0007526,0.0007526
65,1122.56,0.49332,1.38492,1.42332,0.29513,1.03401,0.99544,1,0.995,0.995,0.99544,1,0.995,0.995,0.24125,0.89886,0.4494,0.19399,0.8905,0.0007328,0.0007328,0.0007328
66,1141.37,0.49525,1.39665,1.4552,0.29318,1.00254,0.99551,1,0.995,0.98276,0.99551,1,0.995,0.995,0.26851,0.95131,0.43301,0.20254,0.91798,0.000713,0.000713,0.000713
67,1160.51,0.48584,1.38048,1.25129,0.28782,1.017,0.99555,1,0.995,0.995,0.99555,1,0.995,0.995,0.24191,1.08324,0.47075,0.1977,0.88773,0.0006932,0.0006932,0.0006932
68,1179.93,0.53226,1.41057,1.54746,0.31131,1.0497,0.99538,1,0.995,0.96824,0.99538,1,0.995,0.995,0.31427,1.05435,0.43275,0.22856,0.95445,0.0006734,0.0006734,0.0006734
69,1197.79,0.49632,1.43053,1.309,0.29817,1.01919,0.99534,1,0.995,0.98315,0.99534,1,0.995,0.995,0.25059,1.08871,0.41898,0.19893,0.90252,0.0006536,0.0006536,0.0006536
70,1216.38,0.47999,1.41912,1.39181,0.29412,1.00611,0.99533,1,0.995,0.99013,0.99533,1,0.995,0.995,0.25811,0.90733,0.40855,0.1942,0.90809,0.0006338,0.0006338,0.0006338
71,1236.03,0.48564,1.49531,1.3404,0.28451,0.99788,0.99541,1,0.995,0.99013,0.99541,1,0.995,0.995,0.27469,1.00345,0.39166,0.1863,0.90351,0.000614,0.000614,0.000614
72,1255.46,0.49898,1.49949,1.41052,0.29273,1.0168,0.99541,1,0.995,0.995,0.99541,1,0.995,0.995,0.25356,1.2669,0.42704,0.1947,0.87528,0.0005942,0.0005942,0.0005942
73,1275.35,0.45751,1.30818,1.27656,0.28031,0.96023,0.99534,1,0.995,0.995,0.99534,1,0.995,0.995,0.27517,0.90048,0.39251,0.19136,0.8925,0.0005744,0.0005744,0.0005744
74,1295.11,0.50375,1.28461,1.695,0.28751,1.06407,0.99529,1,0.995,0.995,0.99529,1,0.995,0.995,0.2749,0.80058,0.39683,0.22748,0.90124,0.0005546,0.0005546,0.0005546
75,1311.4,0.52766,1.36506,1.69815,0.30559,1.03792,0.99538,1,0.995,0.98603,0.99538,1,0.995,0.995,0.28089,0.9444,0.43485,0.20321,0.91589,0.0005348,0.0005348,0.0005348
76,1327.61,0.48077,1.30273,1.34874,0.28245,1.01836,0.9953,1,0.995,0.995,0.9953,1,0.995,0.995,0.25201,0.96952,0.47617,0.1984,0.90007,0.000515,0.000515,0.000515
77,1343.65,0.47851,1.29043,1.3792,0.28573,1.01103,0.9954,1,0.995,0.995,0.9954,1,0.995,0.995,0.24635,0.76868,0.48054,0.20499,0.88737,0.0004952,0.0004952,0.0004952
78,1361.27,0.4852,1.28194,1.40733,0.28778,1.02287,0.99547,1,0.995,0.97945,0.99547,1,0.995,0.995,0.26478,0.79232,0.48283,0.21731,0.89304,0.0004754,0.0004754,0.0004754
79,1379.17,0.48737,1.20588,1.43313,0.28861,1.01872,0.99543,1,0.995,0.98954,0.99543,1,0.995,0.995,0.25654,0.76307,0.45303,0.20144,0.89159,0.0004556,0.0004556,0.0004556
80,1396.44,0.46457,1.1787,1.27728,0.27962,1.02424,0.99553,1,0.995,0.995,0.99553,1,0.995,0.995,0.22808,0.84611,0.42141,0.18774,0.87646,0.0004358,0.0004358,0.0004358
81,1412.89,0.47786,1.19952,1.35306,0.2818,1.02865,0.9955,1,0.995,0.98275,0.9955,1,0.995,0.995,0.28984,0.78784,0.44586,0.21047,0.91627,0.000416,0.000416,0.000416
82,1430.97,0.48411,1.18459,1.49677,0.2878,1.06094,0.99549,1,0.995,0.995,0.99549,1,0.995,0.995,0.23305,0.82002,0.47335,0.1964,0.8767,0.0003962,0.0003962,0.0003962
83,1448.33,0.47315,1.20491,1.37564,0.28162,1.02557,0.99548,1,0.995,0.98381,0.99548,1,0.995,0.995,0.29104,0.77286,0.45939,0.22275,0.90446,0.0003764,0.0003764,0.0003764
84,1464.19,0.49935,1.17932,1.44067,0.29156,1.05117,0.99544,1,0.995,0.995,0.99544,1,0.995,0.995,0.26304,0.76278,0.45076,0.20352,0.8878,0.0003566,0.0003566,0.0003566
85,1480.12,0.48908,1.12672,1.51368,0.28701,1.05386,0.99554,1,0.995,0.98981,0.99554,1,0.995,0.995,0.23057,0.69779,0.46775,0.19742,0.87552,0.0003368,0.0003368,0.0003368
86,1496.05,0.46458,1.13063,1.34076,0.28254,0.99837,0.99555,1,0.995,0.995,0.99555,1,0.995,0.995,0.25264,0.74996,0.44747,0.20071,0.87453,0.000317,0.000317,0.000317
87,1511.97,0.45305,1.13251,1.29899,0.27236,0.97846,0.99545,1,0.995,0.995,0.99545,1,0.995,0.995,0.22895,0.72943,0.42782,0.19115,0.85972,0.0002972,0.0002972,0.0002972
88,1528.44,0.44905,1.08028,1.30006,0.26636,0.99978,0.99549,1,0.995,0.98981,0.99549,1,0.995,0.995,0.24115,0.73572,0.45949,0.19723,0.86318,0.0002774,0.0002774,0.0002774
89,1544.87,0.44795,1.07569,1.40388,0.27494,1.00166,0.99541,1,0.995,0.98408,0.99541,1,0.995,0.995,0.29833,0.76148,0.44155,0.20148,0.89413,0.0002576,0.0002576,0.0002576
90,1561.26,0.49608,1.10206,1.40025,0.28998,1.03919,0.99541,1,0.995,0.98981,0.99541,1,0.995,0.995,0.22774,0.76864,0.45999,0.1795,0.85712,0.0002378,0.0002378,0.0002378
91,1577.86,0.47788,1.12142,1.42972,0.28401,0.98465,0.99543,1,0.995,0.995,0.99543,1,0.995,0.995,0.25484,0.75286,0.39313,0.19728,0.87929,0.000218,0.000218,0.000218
92,1596.43,0.47549,1.12506,1.47957,0.28853,1.00497,0.99544,1,0.995,0.98981,0.99544,1,0.995,0.995,0.23516,0.71449,0.39993,0.19596,0.87465,0.0001982,0.0001982,0.0001982
93,1614.13,0.40719,1.06576,1.12924,0.25097,0.99264,0.99548,1,0.995,0.995,0.99548,1,0.995,0.995,0.24146,0.71739,0.37276,0.19286,0.87165,0.0001784,0.0001784,0.0001784
94,1629.95,0.4828,1.10882,1.53589,0.2825,1.00405,1,1,0.995,0.9905,1,1,0.995,0.995,0.21783,0.72844,0.40576,0.18739,0.86584,0.0001586,0.0001586,0.0001586
95,1649.09,0.47449,1.03162,1.3959,0.27391,1.0334,0.99548,1,0.995,0.9844,0.99548,1,0.995,0.995,0.26456,0.75086,0.38855,0.20017,0.88542,0.0001388,0.0001388,0.0001388
96,1668.48,0.46815,1.0336,1.45119,0.27839,1.0298,0.99547,1,0.995,0.99013,0.99547,1,0.995,0.995,0.23839,0.70215,0.41373,0.19662,0.8762,0.000119,0.000119,0.000119
97,1687.47,0.47813,1.04538,1.45903,0.28407,0.99057,0.99547,1,0.995,0.99013,0.99547,1,0.995,0.995,0.24066,0.72179,0.41419,0.19486,0.87749,9.92e-05,9.92e-05,9.92e-05
98,1706.54,0.45004,1.02943,1.29722,0.27321,0.97807,0.99546,1,0.995,0.99013,0.99546,1,0.995,0.995,0.2543,0.7188,0.41424,0.18862,0.88581,7.94e-05,7.94e-05,7.94e-05
99,1725.92,0.51231,1.02867,1.52432,0.29457,1.0196,0.99551,1,0.995,0.99013,0.99551,1,0.995,0.995,0.24473,0.72108,0.42511,0.18267,0.88139,5.96e-05,5.96e-05,5.96e-05
100,1745.2,0.48469,1.0471,1.45768,0.28581,1.01842,1,1,0.995,0.9905,1,1,0.995,0.995,0.24025,0.69779,0.42379,0.18491,0.88051,3.98e-05,3.98e-05,3.98e-05
