epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,2443.12,0.5229,1.47403,1.48774,0.31371,1.0509,1,1,0.995,0.995,1,1,0.995,0.995,0.29242,0.90862,0.50443,0.20162,0.95643,0.0002972,0.0002972,0.0002972
131,2461.96,0.52591,1.41704,1.57612,0.31995,1.09143,1,1,0.995,0.995,1,1,0.995,0.995,0.2643,0.95431,0.43998,0.20322,0.93276,0.000284,0.000284,0.000284
132,2480.44,0.4892,1.38376,1.50507,0.308,1.06171,1,1,0.995,0.995,1,1,0.995,0.995,0.26109,0.8102,0.48325,0.22427,0.93706,0.0002708,0.0002708,0.0002708
133,2497.8,0.52911,1.3036,1.58482,0.31706,1.03729,1,1,0.995,0.995,1,1,0.995,0.995,0.24311,0.87796,0.5683,0.21649,0.92171,0.0002576,0.0002576,0.0002576
134,2514.75,0.5164,1.33011,1.40517,0.31171,1.06026,1,1,0.995,0.96358,1,1,0.995,0.995,0.30019,0.81236,0.47595,0.22789,0.95138,0.0002444,0.0002444,0.0002444
135,2531.96,0.51957,1.33477,1.5545,0.30811,1.08217,1,1,0.995,0.995,1,1,0.995,0.995,0.2332,0.84068,0.49454,0.20554,0.91934,0.0002312,0.0002312,0.0002312
136,2550.99,0.47423,1.26048,1.30851,0.28338,1.0441,1,1,0.995,0.9905,1,1,0.995,0.995,0.25792,0.75214,0.50888,0.19832,0.93586,0.000218,0.000218,0.000218
137,2566.76,0.47629,1.25994,1.24751,0.28837,1.02768,1,1,0.995,0.9905,1,1,0.995,0.995,0.25725,0.72782,0.47908,0.18865,0.93696,0.0002048,0.0002048,0.0002048
138,2583.61,0.47969,1.23175,1.37454,0.28736,1.05749,1,1,0.995,0.995,1,1,0.995,0.995,0.24565,0.7643,0.47225,0.18753,0.92464,0.0001916,0.0001916,0.0001916
139,2602.42,0.50282,1.2547,1.41617,0.29509,1.07038,1,1,0.995,0.9905,1,1,0.995,0.995,0.25604,0.80689,0.47345,0.18282,0.92622,0.0001784,0.0001784,0.0001784
140,2620.69,0.52627,1.19131,1.45523,0.30265,1.02779,1,1,0.995,0.9905,1,1,0.995,0.995,0.25925,0.76523,0.43619,0.18479,0.92002,0.0001652,0.0001652,0.0001652
141,2639.86,0.51414,1.18999,1.49733,0.29832,1.03792,1,1,0.995,0.9905,1,1,0.995,0.995,0.25152,0.69793,0.41755,0.17524,0.92101,0.000152,0.000152,0.000152
